c file generated by rmnkGenerator.R with seed  0 the 03/11/2019 16:36:55 
0.2223714  0.1738209  
0.762393  0.5623431  
0.9840355  0.2837297  
0.7704335  0.5628502  
0.06856869  0.6333318  
0.5641522  0.7689412  
0.2372191  0.1527221  
0.8906856  0.9136158  
0.2207214  0.02773473  
0.7950428  0.02718771  
0.04744588  0.8719625  
0.4979256  0.8927384  
0.6391579  0.1235331  
0.02946723  0.6902722  
0.008485792  0.09144519  
0.5365149  0.9443782  
0.1280001  0.5247019  
0.7377801  0.4419821  
0.5641146  0.3655225  
0.9247891  0.1061674  
0.2920249  0.8004792  
0.35735  0.4991498  
0.92364  0.6885982  
0.9482711  0.2078129  
0.6344695  0.3334211  
0.4979443  0.5934987  
0.7981068  0.03969591  
0.01805259  0.1703498  
0.8182918  0.2647223  
0.04051733  0.7132073  
0.5746903  0.1702255  
0.1780293  0.1368553  
0.09426113  0.6596533  
0.6255431  0.2217838  
0.5948122  0.8429675  
0.3875381  0.04466906  
0.2019794  0.350482  
0.7180361  0.2093228  
0.7437029  0.29983  
0.1774716  0.7626606  
0.2493423  0.7586696  
0.01922987  0.2210357  
0.2007684  0.03025054  
0.338326  0.220495  
0.8651588  0.9088926  
0.4644937  0.4919046  
0.2557118  0.1888945  
0.9110902  0.5034819  
0.9290174  0.7946966  
0.4869542  0.9676879  
0.1478478  0.7058532  
0.04655439  0.1609923  
0.1318243  0.9886092  
0.1217423  0.5350972  
0.2623142  0.9223468  
0.501058  0.9035073  
0.3914888  0.02077916  
0.7129223  0.949587  
0.4990819  0.456234  
0.1322777  0.2010268  
0.6317724  0.5297618  
0.7492722  0.5324056  
0.8219917  0.5102482  
0.1784153  0.4412105  
0.2998435  0.9335603  
0.2854803  0.8489856  
0.144197  0.6320752  
0.6131496  0.2804739  
0.4189905  0.8934332  
0.601954  0.7551082  
0.05592841  0.3383093  
0.02146485  0.312132  
0.06609834  0.4042811  
0.2265399  0.439168  
0.08150171  0.6518778  
0.4868243  0.8133156  
0.5902433  0.5890447  
0.0530824  0.04654761  
0.5521404  0.6406398  
0.4493838  0.8663884  
0.0479099  0.09573974  
0.09809348  0.02951141  
0.6569821  0.7863159  
0.1385237  0.3502528  
0.698741  0.6966767  
0.7471282  0.4061791  
0.8001838  0.9592029  
0.5530234  0.8857395  
0.7274594  0.7440799  
0.01865557  0.7993568  
0.9818006  0.831137  
0.6897273  0.8719798  
0.859353  0.1772845  
0.4717219  0.9444891  
0.8799017  0.07839259  
0.7298884  0.01583822  
0.6085291  0.4266262  
0.5906376  0.7369444  
0.2553033  0.6562839  
0.2573866  0.7220525  
0.9188315  0.5433227  
0.2367467  0.2750394  
0.5813331  0.5591846  
0.9495023  0.9649668  
0.3382305  0.3931709  
0.843283  0.6915889  
0.8388218  0.6904817  
0.1932686  0.8903988  
0.5247779  0.1380033  
0.8080956  0.3550172  
0.972551  0.6147767  
0.5154399  0.3379551  
0.728424  0.573297  
0.6048518  0.400963  
0.2796854  0.1686997  
0.3581001  0.05258214  
0.2000985  0.7946076  
0.7556992  0.5432848  
0.9943576  0.7766699  
0.8461326  0.01054815  
0.9479769  0.8563459  
0.1957755  0.6342957  
0.1082435  0.3246644  
0.05074135  0.7046555  
0.750644  0.6101365  
0.54748  0.7361521  
0.2225738  0.7018149  
0.1897247  0.5658392  
0.2653907  0.5569217  
0.05228968  0.2722306  
0.740608  0.6759957  
0.9032808  0.2966598  
0.149324  0.9053497  
0.4203615  0.5425509  
0.5076756  0.9257361  
0.67053  0.3632352  
0.761512  0.4195763  
0.6669408  0.8004763  
0.8501809  0.8716635  
0.5360684  0.1283666  
0.6175243  0.7995084  
0.5339279  0.8639953  
0.6343766  0.3297416  
0.7532814  0.7595422  
0.5483348  0.2575844  
0.681977  0.2979536  
0.5801491  0.4297405  
0.3628336  0.2426569  
0.3891129  0.9299194  
0.2399659  0.4823612  
0.6509097  0.3352981  
0.454834  0.05061377  
0.7849168  0.5260166  
0.5572097  0.2180782  
0.7822072  0.3386039  
0.2997631  0.3600995  
0.7322163  0.04635811  
0.03702578  0.6763672  
0.718631  0.5803738  
0.4578495  0.6560992  
0.8274206  0.1944914  
0.2431283  0.030555  
0.3099614  0.9736903  
0.07923731  0.9197699  
0.8059851  0.320667  
0.7408918  0.07333543  
0.2311814  0.423058  
0.7742935  0.4788741  
0.5954571  0.01850593  
0.8584706  0.384307  
0.4333302  0.5282913  
0.7286625  0.9535565  
0.6362412  0.1320172  
0.5240157  0.9918686  
0.5736098  0.8952835  
0.6629473  0.4721785  
0.2336717  0.351655  
0.1860836  0.6530458  
0.3412235  0.897164  
0.1885957  0.9237961  
0.1926807  0.5698414  
0.9707227  0.2148275  
0.1524648  0.8634999  
0.5492402  0.8509455  
0.3063865  0.2745611  
0.7454449  0.1438558  
0.1612161  0.4461266  
0.4962673  0.6353251  
0.590875  0.4069694  
0.01386754  0.1469391  
0.4845899  0.1967035  
0.2179562  0.792541  
0.01286656  0.7517203  
0.07310366  0.6299516  
0.1175013  0.2540048  
0.4965216  0.4353032  
0.8826271  0.1291554  
0.4747039  0.8141769  
0.8522446  0.03633969  
0.501262  0.4017183  
0.34219  0.4033244  
0.1448882  0.260251  
0.3940082  0.9930873  
0.261349  0.986528  
0.5998226  0.3023854  
0.3625393  0.6712596  
0.9026256  0.6285839  
0.955633  0.6722915  
0.9480473  0.6877382  
0.7161201  0.2505363  
0.3015562  0.0151007  
0.1891512  0.3266581  
0.1320308  0.7484413  
0.2249854  0.2802598  
0.5999872  0.6269694  
0.003234429  0.2159815  
0.8580988  0.5862459  
0.2671555  0.6831977  
0.2805115  0.527885  
0.8267941  0.1489464  
0.2597128  0.8782764  
0.2779562  0.4708335  
0.7089681  0.09938261  
0.511052  0.245476  
0.8604388  0.5362746  
0.5314559  0.1997004  
0.1613264  0.03297121  
0.8220012  0.150905  
0.5607995  0.4544767  
0.2144712  0.5262071  
0.1949045  0.9288979  
0.3793798  0.2447625  
0.1136047  0.1826599  
0.04413948  0.2391599  
0.462125  0.8325555  
0.0693928  0.1879071  
0.5610691  0.4407884  
0.4619891  0.980657  
0.4997145  0.09738549  
0.5711208  0.198539  
0.4496163  0.3187623  
0.9725038  0.05208858  
0.8346478  0.5722586  
0.6319478  0.01809226  
0.9931015  0.3409775  
0.5548353  0.1863341  
0.02786551  0.231853  
0.3509177  0.8671695  
0.5931307  0.7525545  
0.2766833  0.9601033  
0.1478664  0.8453132  
0.2218196  0.5557073  
0.9680289  0.2593794  
0.8768876  0.5844167  
0.4389531  0.6085398  
0.3384781  0.3827998  
0.8413218  0.0674073  
0.09331385  0.7647429  
0.5127032  0.2040313  
0.5372416  0.1021611  
0.2275418  0.5134312  
0.2234438  0.3379823  
0.1890802  0.8287022  
0.9057462  0.3362535  
0.9708753  0.868071  
0.6311858  0.6138831  
0.3803359  0.5794467  
0.2647955  0.4105134  
0.2990717  0.8836001  
0.3278819  0.3241477  
0.4089115  0.2539486  
0.1621507  0.5829675  
0.2076763  0.5797523  
0.3701594  0.9771867  
0.701678  0.4772422  
0.2768051  0.7891687  
0.7076391  0.4824039  
0.5425032  0.9375498  
0.03403972  0.7145788  
0.2754665  0.7418581  
0.1201012  0.6125323  
0.4480919  0.1801932  
0.7176896  0.2711811  
0.1542928  0.7114582  
0.3210427  0.1504681  
0.7404538  0.8906183  
0.4087232  0.09813411  
0.1422045  0.1180843  
0.3420359  0.1262543  
0.2909655  0.5367687  
0.1415029  0.8630542  
0.9093345  0.05909329  
0.310971  0.3424817  
0.4077577  0.5292904  
0.990043  0.05642579  
0.5446847  0.3980863  
0.6995068  0.4216226  
0.07104521  0.8505323  
0.5246565  0.7477123  
0.4135678  0.09516487  
0.1185402  0.1271421  
0.6103003  0.2270418  
0.1054927  0.01725596  
0.7287132  0.1210399  
0.9424989  0.7891679  
0.2501632  0.3415946  
0.9444828  0.7744019  
0.6756715  0.7871715  
0.003810691  0.2239059  
0.7167799  0.322344  
0.1005952  0.9715694  
0.2207252  0.3636828  
0.3674062  0.5866091  
0.1668117  0.873886  
0.6712509  0.4508375  
0.4528518  0.5585891  
0.8664941  0.1073091  
0.03222883  0.977478  
0.6651543  0.2200633  
0.5581974  0.1192212  
0.4465644  0.2844474  
0.1164622  0.960355  
0.9338778  0.03791846  
0.4490949  0.4169248  
0.854987  0.1085932  
0.2926189  0.1513924  
0.1730401  0.5107245  
0.6768295  0.6829778  
0.9435528  0.9525185  
0.09559494  0.3462935  
0.1643925  0.6687047  
0.4211424  0.002821191  
0.7166206  0.5568857  
0.8377263  0.950326  
0.1786069  0.6939464  
0.8205654  0.4631887  
0.6564243  0.4391008  
0.05402528  0.2795489  
0.487219  0.6829252  
0.6401148  0.6699789  
0.8457435  0.9313862  
0.9153196  0.01702166  
0.01936297  0.508741  
0.9341456  0.2764026  
0.9446202  0.3905181  
0.8331086  0.3859357  
0.25634  0.2329801  
0.5670255  0.6154459  
0.1489016  0.2366159  
0.07412597  0.05877355  
0.397495  0.8610126  
0.365345  0.3967623  
0.02739682  0.4206555  
0.2451065  0.4823144  
0.7136024  0.1241789  
0.4392141  0.7312367  
0.2883798  0.6283556  
0.6323446  0.08576188  
0.5677468  0.6091577  
0.9264098  0.3989047  
0.2935424  0.7945677  
0.8805202  0.4050144  
0.9604347  0.6085804  
0.004533191  0.9101575  
0.2645049  0.9642003  
0.6192645  0.1407718  
0.4206467  0.4540667  
0.8523409  0.0856974  
0.6591297  0.6835156  
0.8924154  0.6202255  
0.8217263  0.2844997  
0.4970167  0.1676721  
0.06141148  0.9909104  
0.4311771  0.4925386  
0.4120501  0.617039  
0.5134156  0.196378  
0.9427928  0.9341721  
0.5181365  0.8885809  
0.7213086  0.5465689  
0.08790553  0.5370498  
0.9823626  0.8032339  
0.9505205  0.4006469  
0.01873343  0.441127  
0.2725389  0.03088869  
0.6817622  0.6771844  
0.145156  0.9975382  
0.7245679  0.6253325  
0.2335932  0.1083096  
0.3577978  0.8001914  
0.8378932  0.7246877  
0.2375698  0.6429027  
0.7828951  0.537109  
0.7069164  0.7241187  
0.0968359  0.3203244  
0.5470007  0.05449391  
0.6012043  0.7154538  
0.790986  0.6014551  
0.6528604  0.8605491  
0.5475966  0.1114219  
0.1038861  0.0629398  
0.2888351  0.04925588  
0.1033807  0.7841393  
0.5318831  0.8551084  
0.6585341  0.2300553  
0.7392164  0.4447834  
0.5616184  0.07782189  
0.3191277  0.8074548  
0.2391332  0.0520824  
0.7453132  0.5569195  
0.2150714  0.7612966  
0.01195625  0.477882  
0.1144373  0.5682078  
0.08010474  0.261379  
0.7437686  0.2537579  
0.8372113  0.5313889  
0.01965898  0.4794952  
0.396792  0.3971333  
0.9574176  0.9413571  
0.2333076  0.3549408  
0.102404  0.9592409  
0.2328295  0.1359153  
0.05118618  0.806845  
0.0766616  0.7036019  
0.4343872  0.08162442  
0.7375782  0.9326815  
0.09735717  0.1070394  
0.7856709  0.1522837  
0.06385569  0.2861522  
0.3870712  0.1416284  
0.7302809  0.3602844  
0.08254289  0.281182  
0.3768738  0.4635016  
0.003139167  0.3590943  
0.345141  0.007259719  
0.17945  0.3374981  
0.9175607  0.3565427  
0.5829824  0.2866336  
0.8956637  0.08230133  
0.405935  0.263551  
0.9514946  0.9464028  
0.2611489  0.4054226  
0.6333985  0.2758287  
0.7028824  0.4355092  
0.8870812  0.003435693  
0.9914169  0.1129126  
0.1928393  0.7276469  
0.5215759  0.6105437  
0.4563472  0.324026  
0.8261047  0.5068345  
0.480513  0.9863148  
0.1945156  0.01283631  
0.7146426  0.7740809  
0.2048385  0.7263658  
0.4733471  0.7339548  
0.1998836  0.8183862  
0.004402765  0.4414718  
0.1201094  0.8359353  
0.9051024  0.6744154  
0.9905603  0.8289767  
0.9569596  0.1126932  
0.9081409  0.6829871  
0.977332  0.8972597  
0.05085877  0.5424656  
0.3732307  0.1561521  
0.4002269  0.8807795  
0.005795209  0.03301441  
0.7128315  0.1127144  
0.8037553  0.2199717  
0.04465316  0.3631397  
0.7635688  0.9536393  
0.4222174  0.01099167  
0.7774438  0.4981033  
0.6367587  0.4193898  
0.6790376  0.7579937  
0.7895006  0.618448  
0.5966735  0.04812483  
0.9427858  0.3115981  
0.823902  0.359491  
0.6042775  0.9524562  
0.1014941  0.826737  
0.9792456  0.9476846  
0.6899429  0.8135665  
0.8853984  0.2977042  
0.799501  0.8462503  
0.6085956  0.8676358  
0.9969487  0.5775371  
0.4687859  0.9112625  
0.7407914  0.5540489  
0.9161104  0.9399618  
0.91346  0.4447659  
0.8136953  0.4519722  
0.6613768  0.7740581  
0.2184575  0.6297865  
0.2768386  0.05453966  
0.8436653  0.219813  
0.841148  0.1307512  
0.7100606  0.6520403  
0.9503797  0.1310631  
0.7586462  0.4734761  
0.2055064  0.8402839  
0.4106546  0.01106875  
0.3725182  0.445611  
0.402308  0.794119  
0.01794974  0.1636823  
0.8186639  0.7489431  
0.7638611  0.7586781  
0.5805747  0.377432  
0.4203004  0.4526415  
0.5686648  0.5887866  
0.4770272  0.1305422  
0.8172247  0.8603167  
0.03515568  0.8964433  
0.2513369  0.7933859  
0.3194058  0.6981399  
0.7155355  0.2694441  
0.3061689  0.9976566  
0.03119814  0.933233  
0.954602  0.4847625  
0.5997915  0.2023031  
0.675846  0.6706885  
0.9086857  0.3586912  
0.5869385  0.3470696  
0.6340668  0.5654269  
0.7546445  0.3922146  
0.6341128  0.6831062  
0.9886551  0.7676564  
0.1304875  0.2308133  
0.704911  0.9039488  
0.3369368  0.6627002  
0.4387909  0.9338847  
0.4790789  0.02825997  
0.0741073  0.8663509  
0.7633097  0.4898573  
0.6677359  0.5320636  
0.06021798  0.5362584  
0.293942  0.6388178  
0.5962444  0.06112795  
0.7267134  0.4836248  
0.08959138  0.5337554  
0.3995275  0.7926723  
0.02678415  0.365029  
0.2488208  0.51924  
0.3447958  0.4175627  
0.7346894  0.5904886  
0.501133  0.1029071  
0.1994194  0.05246877  
0.335714  0.2310961  
0.7136781  0.04629397  
0.05041922  0.9284404  
0.3820714  0.9425855  
0.5056253  0.00382874  
0.986083  0.5155908  
0.8289538  0.8596118  
0.543594  0.06386784  
0.04640913  0.4111148  
0.7526435  0.3871327  
0.8712128  0.6052724  
0.4326786  0.5843695  
0.2492458  0.6982196  
0.8743031  0.9775122  
0.93042  0.8573061  
0.8221367  0.3001915  
0.7256711  0.7672344  
0.08662576  0.8580974  
0.673464  0.8117146  
0.4209139  0.4605729  
0.03929831  0.02058164  
0.9979422  0.9799999  
0.7610815  0.7306759  
0.5646515  0.9615994  
0.2379189  0.9106164  
0.5291561  0.628668  
0.3541304  0.8504987  
0.7295822  0.7632759  
0.3618347  0.7677572  
0.1930599  0.8165235  
0.502836  0.9377216  
0.4526228  0.1140161  
0.1525879  0.02536745  
0.3022468  0.3336106  
0.612743  0.7050798  
0.200999  0.3250138  
0.11149  0.3883326  
0.6583992  0.6043482  
0.8264718  0.2358604  
0.6536501  0.3175567  
0.7966591  0.4504368  
0.4092154  0.1439861  
0.6604106  0.9752889  
0.7568235  0.03820283  
0.2936602  0.818463  
0.9557154  0.03011934  
0.1606505  0.09622308  
0.2788682  0.8799591  
0.2735551  0.5572437  
0.6277652  0.764114  
0.8787683  0.7019524  
0.5756144  0.6368704  
0.1699424  0.3651016  
0.7063005  0.6301522  
0.2804512  0.03681897  
0.3082845  0.06801186  
0.2202572  0.126704  
0.2932374  0.5828926  
0.4554368  0.5644099  
0.4687577  0.5032652  
0.0941861  0.3304364  
0.2208502  0.8718617  
0.6926969  0.4497399  
0.8230568  0.2987117  
0.3783479  0.7933506  
0.1301077  0.03457791  
0.4930457  0.568425  
0.1876699  0.554857  
0.2058578  0.7924306  
0.4512206  0.07124022  
0.746681  0.6697651  
0.9092546  0.7498939  
0.08657768  0.2739097  
0.2557016  0.9764042  
0.322526  0.5694241  
0.924241  0.9614593  
0.8671002  0.378671  
0.9019993  0.6710257  
0.4510196  0.2019689  
0.2961262  0.9568853  
0.74661  0.4069393  
0.9971007  0.8806286  
0.007614837  0.6271942  
0.933594  0.5255978  
0.1704082  0.9406498  
0.5274808  0.6347123  
0.6635049  0.1073245  
0.7947549  0.1462227  
0.05948601  0.3334412  
0.8764573  0.9711491  
0.4346331  0.03010992  
0.4008698  0.4714438  
0.8476191  0.9872202  
0.3828679  0.6618748  
0.0425012  0.880997  
0.04908077  0.9549137  
0.4421327  0.8285548  
0.6576945  0.7254219  
0.3384792  0.06243016  
0.364125  0.02825208  
0.7873549  0.1281494  
0.5444126  0.5133422  
0.9729435  0.445709  
0.4839063  0.8997295  
0.237379  0.556854  
0.8314076  0.2020942  
0.9396688  0.3040864  
0.1781362  0.02837717  
0.0410297  0.9340786  
0.7484946  0.04652878  
0.02464703  0.8358895  
0.3537337  0.8811505  
0.9031253  0.9044057  
0.03611215  0.575504  
0.7991055  0.2042821  
0.9120518  0.8383846  
0.6098903  0.5677783  
0.7738002  0.231114  
0.8736202  0.57244  
0.7225638  0.7944546  
0.7268555  0.540152  
0.2007236  0.7772292  
0.6072292  0.4684781  
0.5432469  0.744719  
0.8571381  0.3006324  
0.797948  0.1906895  
0.2552423  0.2726245  
0.1228063  0.9179064  
0.4295907  0.3770593  
0.7743638  0.3321687  
0.6013236  0.7816249  
0.09303556  0.3876158  
0.6281084  0.9941502  
0.8178471  0.7268553  
0.7387973  0.9585264  
0.8214721  0.704852  
0.6289403  0.04116168  
0.07588413  0.8967904  
0.7606497  0.7156109  
0.3009884  0.1508104  
0.7907571  0.7141619  
0.7719303  0.8373316  
0.8979381  0.1818677  
0.8832901  0.09817207  
0.4843514  0.7801458  
0.1386687  0.2219723  
0.4299935  0.7804866  
0.7249842  0.8471298  
0.05317339  0.8020991  
0.8258793  0.5790443  
0.4923059  0.09071829  
0.4379634  0.6408302  
0.1840815  0.5553142  
0.4388482  0.2022255  
0.8943088  0.4343857  
0.831871  0.1464283  
0.8321652  0.5796774  
0.887919  0.02434884  
0.3062341  0.377889  
0.0417862  0.6764273  
0.4241322  0.04326472  
0.9903845  0.2067808  
0.7245487  0.3410962  
0.03120533  0.8662596  
0.0152951  0.9802584  
0.1198062  0.4617059  
0.2679328  0.1301906  
0.4966237  0.5200187  
0.347323  0.4271324  
0.3233876  0.5938283  
0.8887003  0.2840913  
0.8690897  0.7513884  
0.1602745  0.07141334  
0.9666171  0.1276254  
0.4507031  0.1611711  
0.2774095  0.7860697  
0.2104781  0.5998701  
0.4969926  0.2260461  
0.9653342  0.2790249  
0.6572127  0.9228356  
0.2305156  0.1761267  
0.3135383  0.8671368  
0.2034636  0.9459267  
0.5675428  0.1052264  
0.08288544  0.9489286  
0.1872653  0.4122316  
0.4278175  0.9351804  
0.7205183  0.4447591  
0.04061639  0.06196987  
0.9181227  0.1724156  
0.1090575  0.2813231  
0.2815014  0.7291158  
0.4448135  0.494808  
0.1361622  0.07683144  
0.7167155  0.8476904  
0.2361034  0.5838705  
0.8325282  0.3044025  
0.9942116  0.829457  
0.8858522  0.9318321  
0.6770806  0.2928235  
0.01422753  0.1105387  
0.7582181  0.03852645  
0.8467599  0.7344113  
0.7433279  0.3515303  
0.9702284  0.7705493  
0.4208272  0.9776807  
0.2985131  0.8932992  
0.4975171  0.2940573  
0.5735837  0.05514841  
0.3563618  0.9606097  
0.1531466  0.9566023  
0.1398894  0.2326705  
0.07358084  0.927309  
0.6201816  0.8527972  
0.8999366  0.7879921  
0.7864285  0.2868083  
0.9712286  0.5470378  
0.8928148  0.3531264  
0.303978  0.8206986  
0.3395232  0.4151534  
0.9947339  0.8683319  
0.7126  0.5065336  
0.3070072  0.126471  
0.04424822  0.8577325  
0.08826011  0.6272111  
0.6760721  0.2562992  
0.04243938  0.2178771  
0.9762851  0.1700791  
0.06728027  0.4901032  
0.1928863  0.8851549  
0.6119492  0.7626722  
0.01766743  0.3314757  
0.4330403  0.7810254  
0.4254417  0.05033449  
0.2170071  0.749882  
0.958407  0.9158092  
0.8114834  0.8481117  
0.505498  0.2723052  
0.3063749  0.2897619  
0.6914503  0.3892441  
0.7566657  0.109029  
0.6094241  0.9044857  
0.4661912  0.03089679  
0.1056729  0.4403761  
0.3236488  0.4272345  
0.2220507  0.4688889  
0.3476298  0.4835348  
0.7078796  0.8779438  
0.6800342  0.3273581  
0.8658581  0.9745852  
0.2160759  0.8063651  
0.7415362  0.8581231  
0.1414167  0.03893545  
0.358532  0.2196603  
0.02770471  0.5484519  
0.2899781  0.1981908  
0.5832207  0.1613639  
0.6588452  0.9217582  
0.4529031  0.02036438  
0.1413693  0.2203054  
0.4842745  0.7165034  
0.5632987  0.4300009  
0.9888987  0.170681  
0.6281821  0.9520057  
0.4703498  0.6110786  
0.2140518  0.02595144  
0.9498453  0.3295341  
0.108758  0.9428503  
0.1512301  0.9761594  
0.1753109  0.748255  
0.2765849  0.5128014  
0.6205169  0.01328191  
0.9744941  0.9240966  
0.1183266  0.2278492  
0.1205793  0.674742  
0.05489541  0.1147859  
0.5246315  0.725971  
0.2376905  0.005108487  
0.9860705  0.9890256  
0.4917924  0.2373729  
0.9358041  0.7426223  
0.08883099  0.02621423  
0.1451655  0.5818326  
0.6254547  0.9826049  
0.2072253  0.8621388  
0.875847  0.6596227  
0.478726  0.3157938  
0.1134573  0.4298823  
0.5957246  0.9988133  
0.5194679  0.3369114  
0.5563516  0.2904896  
0.2686069  0.265911  
0.836419  0.1267656  
0.807834  0.6543025  
0.9702671  0.5689443  
0.352833  0.8833869  
0.7065178  0.67073  
0.592319  0.1027294  
0.9503215  0.3758966  
0.2148769  0.5386203  
0.9790032  0.9878313  
0.3450929  0.1466712  
0.07456683  0.4072447  
0.9601976  0.7862977  
0.8259577  0.2652641  
0.3734063  0.3247156  
0.8851897  0.2394963  
0.0445748  0.03661955  
0.8952993  0.001161995  
0.1083129  0.461209  
0.6683924  0.09735283  
0.2346467  0.5758077  
0.3493312  0.7913513  
0.2188745  0.2311691  
0.9847046  0.4583359  
0.8666373  0.2433691  
0.7803239  0.5012544  
0.1783543  0.1995401  
0.6870301  0.2469786  
0.02728711  0.8012218  
0.5010067  0.2662997  
0.7082861  0.8118525  
0.0295451  0.5894515  
0.5018936  0.287367  
0.4504711  0.2918157  
0.4224953  0.6294878  
0.9438051  0.2255825  
0.6500329  0.8780184  
0.5345979  0.3903612  
0.7599573  0.2922251  
0.3032845  0.3899973  
0.9111766  0.5839802  
0.8030005  0.5722809  
0.2880977  0.1136314  
0.9151192  0.939973  
0.8134892  0.04112539  
0.625322  0.3522203  
0.4699803  0.8711819  
0.7136864  0.4902528  
0.9609058  0.1850235  
0.5463755  0.3482472  
0.1131993  0.1403723  
0.9992847  0.8326198  
0.2509079  0.7752347  
0.1455487  0.3902335  
0.4168836  0.1467959  
0.5076004  0.1326643  
0.08022978  0.9118518  
0.4807361  0.7848355  
0.9975341  0.01229192  
0.2295664  0.519093  
0.1056631  0.9942164  
0.1973146  0.154719  
0.307832  0.04265687  
0.3217485  0.01216259  
0.3540986  0.4116528  
0.28948  0.2214068  
0.09075486  0.8237532  
0.522929  0.09852387  
0.5021921  0.2842264  
0.3275647  0.8317947  
0.1959074  0.4160394  
0.9075557  0.2968747  
0.7397132  0.5008799  
0.9960455  0.3643619  
0.399014  0.3135326  
0.6233358  0.5857935  
0.7512758  0.1253839  
0.5562938  0.6716037  
0.1113014  0.504759  
0.08300282  0.4962979  
0.6437675  0.3811821  
0.8843502  0.6887658  
0.8568186  0.2733476  
0.1912393  0.2475321  
0.858042  0.6128432  
0.3685147  0.5657588  
0.1354835  0.1998789  
0.2714934  0.2055061  
0.584802  0.07645171  
0.481068  0.553592  
0.08530099  0.7356475  
0.385893  0.8687572  
0.9340711  0.821803  
0.02217179  0.9825073  
0.632884  0.7870984  
0.7992847  0.003749099  
0.8364228  0.4097493  
0.282429  0.5210635  
0.02479222  0.5658513  
0.3628722  0.4347148  
0.2490011  0.9868603  
0.9748078  0.7823848  
0.5772111  0.8171412  
0.405812  0.09800559  
0.03485744  0.01885332  
0.6574098  0.7772063  
0.4910286  0.03847514  
0.2309594  0.01819566  
0.4613038  0.8510476  
0.1196374  0.7660421  
0.3649278  0.1912519  
0.1396242  0.2476481  
0.8569218  0.2071355  
0.3041869  0.9602276  
0.1348322  0.06777775  
0.1981418  0.4448384  
0.4742715  0.7232554  
0.1590131  0.4866135  
0.1435323  0.4178461  
0.4961727  0.4243316  
0.5903238  0.9801547  
0.01012056  0.2574673  
0.1769493  0.2426635  
0.4092484  0.8522328  
0.3817052  0.4800928  
0.8043459  0.9596734  
0.4527765  0.6554934  
0.5493154  0.7108872  
0.3263747  0.9811891  
0.08154147  0.2454016  
0.2969873  0.9091496  
0.9180525  0.2750554  
0.2128045  0.4731129  
0.02758586  0.1316608  
0.3581833  0.6219175  
0.05823927  0.6599571  
0.7716173  0.07068805  
0.6333348  0.09079791  
0.441122  0.7420826  
0.1472694  0.4306771  
0.4365365  0.02313012  
0.8200075  0.3705253  
0.9484371  0.6602892  
0.490097  0.1384777  
0.08318086  0.5192067  
0.09604875  0.2600447  
0.1514679  0.9188958  
0.1633345  0.5824342  
0.3071756  0.7203741  
0.6712394  0.9987511  
0.4651087  0.8624375  
0.6608856  0.409564  
0.1593993  0.3204758  
0.5377525  0.6626783  
0.473478  0.3390316  
0.424202  0.8787089  
0.2559512  0.7862192  
0.5517047  0.648286  
0.979506  0.6312079  
0.5275291  0.67743  
0.3596016  0.4785739  
0.2490897  0.6354262  
0.982192  0.588215  
0.2405647  0.04182481  
0.06963873  0.1682744  
0.3644745  0.3338994  
0.1700161  0.5877052  
0.4178529  0.7526327  
0.459949  0.6338877  
0.7696555  0.8430723  
0.7840026  0.1714409  
0.9142947  0.4111353  
0.1505037  0.0145239  
0.768659  0.8561546  
0.5941417  0.247285  
0.3188084  0.2601246  
0.2329193  0.9669111  
0.8824107  0.7564132  
0.04313632  0.1408763  
0.8640545  0.676956  
0.8325339  0.1271688  
0.9962765  0.5551342  
0.2813757  0.8910743  
0.7712408  0.9664131  
0.5932509  0.6249133  
0.7836512  0.7804914  
0.3941392  0.2644701  
0.09350717  0.221212  
0.65763  0.20809  
0.3673028  0.8968428  
0.7664553  0.09414504  
0.7824683  0.2078803  
0.2043831  0.9278496  
0.05236669  0.6843874  
0.5332797  0.05624094  
0.3673456  0.5943455  
0.476757  0.3422416  
0.02266533  0.7953894  
0.6112544  0.1220222  
0.3023969  0.9249142  
0.1396975  0.588645  
0.6212587  0.9662458  
0.4677891  0.3548005  
0.4194247  0.5316289  
0.341578  0.2736917  
0.4552765  0.5650336  
0.7273847  0.4229591  
0.343678  0.3849702  
0.2063821  0.7311212  
0.4051582  0.7126065  
0.2506034  0.01492391  
0.5055949  0.03634556  
0.9140811  0.7218123  
0.1287541  0.05790896  
0.4718095  0.8468692  
0.4848683  0.5302602  
0.9889695  0.4556261  
0.8392541  0.04827792  
0.4013144  0.2512355  
0.8567524  0.788324  
0.7638417  0.8645776  
0.7654417  0.1058728  
0.9281998  0.8116312  
0.3595682  0.8625126  
0.20098  0.04628862  
0.2886358  0.3503616  
0.5241207  0.546022  
0.8563801  0.379365  
0.6527158  0.2475398  
0.8919097  0.6683702  
0.4224914  0.599006  
0.5424799  0.9879635  
0.3631957  0.2633204  
0.5550706  0.5484056  
0.4402756  0.1767802  
0.7268459  0.1906149  
0.9955166  0.3939582  
0.6082328  0.7526552  
0.3251488  0.9237039  
0.6426657  0.3529572  
0.4219605  0.2134778  
0.2467287  0.6027209  
0.2115985  0.8939915  
0.9543673  0.7819648  
0.3149153  0.4876489  
0.35687  0.05393629  
0.7775135  0.25456  
0.7676286  0.8230517  
0.6575357  0.8469847  
0.1978458  0.111787  
0.9217168  0.5694548  
0.6391362  0.2567496  
0.2441304  0.9780547  
