c file generated by rmnkGenerator.R with seed  0 the 02/26/2019 11:24:02 
0.196987  0.9098338  
0.1318663  0.7232151  
0.1785001  0.7639  
0.4299334  0.3403826  
0.0528947  0.8775798  
0.4632459  0.8164797  
0.7110652  0.5841873  
0.8703656  0.3960982  
0.3264932  0.2027883  
0.7363866  0.1168929  
0.219402  0.08892602  
0.4357991  0.2702092  
0.06938666  0.6826647  
0.01337574  0.3026015  
0.3816996  0.7590592  
0.137054  0.6118026  
0.106897  0.2397403  
0.7250943  0.5395855  
0.9345479  0.6029888  
0.04909094  0.2361436  
0.5599529  0.9630998  
0.9831561  0.8727669  
0.2481609  0.390888  
0.3224076  0.674279  
0.3614987  0.932122  
0.7449946  0.486794  
0.8179005  0.4812744  
0.02558754  0.02776961  
0.002665862  0.4947635  
0.5292963  0.5237025  
0.8978411  0.1250581  
0.6735087  0.5017875  
0.4244382  0.1884446  
0.9185231  0.7489044  
0.2523455  0.5019527  
0.3644035  0.4281531  
0.7816065  0.6494661  
0.5413659  0.1703454  
0.5510755  0.3567941  
0.1089366  0.6235093  
0.8121065  0.2390842  
0.8743816  0.6662081  
0.7500817  0.2325835  
0.3278065  0.5106748  
0.3901947  0.7139712  
0.5867749  0.09610413  
0.8761494  0.7232144  
0.4841065  0.8540528  
0.1504363  0.4092777  
0.1654769  0.2114562  
0.4619225  0.2974176  
0.5875746  0.7036831  
0.06642473  0.2853881  
0.009298273  0.008888582  
0.4613484  0.9514056  
0.2813384  0.969438  
0.738243  0.01303477  
0.9315455  0.08830803  
0.8821659  0.2462847  
0.9894926  0.7888116  
0.3297555  0.7200441  
0.3023651  0.05265379  
0.00597235  0.3330947  
0.2641814  0.8408857  
0.1320006  0.5687142  
0.1370535  0.6298557  
0.1946849  0.5735712  
0.1903556  0.9529419  
0.785838  0.3787008  
0.1708319  0.9779291  
0.4332602  0.160548  
0.9823024  0.06380706  
0.1615614  0.2613498  
0.7456584  0.2096094  
0.8797838  0.3327871  
0.9946267  0.403449  
0.3677988  0.08167005  
0.5002139  0.2542642  
0.3633913  0.9953547  
0.01083467  0.7381655  
0.7327582  0.4054742  
0.6919382  0.9840374  
0.8967374  0.8485351  
0.2455586  0.8721208  
0.3768526  0.4957671  
0.390353  0.5431404  
0.4975025  0.865633  
0.3460305  0.1838688  
0.2265591  0.3805479  
0.5951971  0.591116  
0.6748896  0.4077211  
0.0984497  0.5889688  
0.7510184  0.9394947  
0.8441473  0.9639448  
0.4933603  0.1913679  
0.2299301  0.5264337  
0.344559  0.2791844  
0.2709592  0.5363431  
0.8736235  0.4327734  
0.5151724  0.8103946  
0.4452977  0.5548451  
0.5402808  0.6965432  
0.03329218  0.6534251  
0.6118528  0.05653293  
0.06626516  0.7219596  
0.8422202  0.5629431  
0.6536231  0.2986962  
0.2398632  0.05584488  
0.9911727  0.2045799  
0.2793112  0.1531259  
0.6718409  0.8870561  
0.3138005  0.7731273  
0.937847  0.7844474  
0.8604581  0.5740817  
0.0904324  0.3977342  
0.1112008  0.2272638  
0.1343238  0.3936846  
0.3057603  0.9442449  
0.7337698  0.6552186  
0.001606593  0.4269249  
0.1232008  0.4254052  
0.7277363  0.4855336  
0.5827763  0.9063085  
0.7047428  0.3554672  
0.1702019  0.2223898  
0.8878307  0.5836974  
0.01738003  0.6510804  
0.2912549  0.8294869  
0.6544839  0.2237801  
0.0722401  0.6709463  
0.116915  0.4508559  
0.1811087  0.2393836  
0.6472289  0.1381644  
0.4009317  0.07655936  
0.6501401  0.4984611  
0.1812114  0.2405431  
0.6414222  0.384984  
0.2419318  0.3099227  
0.1717448  0.9806011  
0.1501121  0.9514603  
0.8265642  0.2425194  
0.5382227  0.9817141  
0.1650713  0.1470573  
0.7115328  0.8925289  
0.5619715  0.6220157  
0.6534169  0.2635813  
0.04330542  0.1936186  
0.9247846  0.8312829  
0.7082009  0.8321415  
0.9273038  0.1704487  
0.5192689  0.788286  
0.4371992  0.7889957  
0.3099246  0.2203344  
0.5231898  0.01541731  
0.2827204  0.4407923  
0.2925804  0.349737  
0.6387407  0.2991615  
0.3120492  0.9286171  
0.6314296  0.5142159  
0.6467318  0.6768527  
0.9604437  0.5199553  
0.8196144  0.9304062  
0.2223453  0.7504837  
0.6628998  0.7248168  
0.238305  0.07063884  
0.009329101  0.638135  
0.07533049  0.7960567  
0.5054135  0.4734385  
0.01631456  0.9877929  
0.5408607  0.7119435  
0.1825904  0.1576497  
0.3045291  0.8159155  
0.4524917  0.5603287  
0.9309378  0.3815898  
0.9254449  0.5204131  
0.715877  0.6146871  
0.1300483  0.5966888  
0.3329478  0.5329629  
0.3848575  0.4838914  
0.5238135  0.7753811  
0.9305711  0.9573323  
0.542341  0.4104399  
0.09617379  0.5436065  
0.7792901  0.7047951  
0.8055883  0.5307906  
0.7619829  0.3221109  
0.934146  0.7781605  
0.8511976  0.9525283  
0.1107454  0.8183228  
0.04961764  0.7093091  
0.807817  0.1093032  
0.9373797  0.4285532  
0.9967599  0.08294507  
0.3114405  0.5245915  
0.6522683  0.1161049  
0.2344914  0.8882137  
0.9100208  0.6667872  
0.2348921  0.3239502  
0.972193  0.9127048  
0.62899  0.373679  
0.203844  0.134242  
0.4518925  0.5152458  
0.6513173  0.7714948  
0.6399855  0.07838116  
0.6652401  0.2043836  
0.5013723  0.8668652  
0.9990648  0.2849693  
0.102419  0.9457523  
0.09295801  0.8197695  
0.3301637  0.6125573  
0.7539955  0.3583948  
0.6441847  0.2059792  
0.5258487  0.5520645  
0.222372  0.5849526  
0.1146014  0.6879428  
0.8024642  0.6990702  
0.594289  0.8656097  
0.3492225  0.6943087  
0.3263809  0.109096  
0.1996704  0.2756103  
0.0637046  0.8579006  
0.9494498  0.2590083  
0.817706  0.7643028  
0.0153067  0.3692244  
0.1811727  0.9006298  
0.4680268  0.4580653  
0.6322946  0.4542587  
0.7056209  0.3374988  
0.1758289  0.1036455  
0.8224171  0.5339796  
0.7021185  0.5426509  
0.407715  0.9768876  
0.6535229  0.08885342  
0.1492081  0.2443404  
0.3387858  0.001195352  
0.3620562  0.9056643  
0.5709139  0.638627  
0.3833588  0.6841435  
0.4938186  0.9500088  
0.4221637  0.7764455  
0.8118857  0.7800651  
0.2702187  0.3741801  
0.6008751  0.8530977  
0.46603  0.1997863  
0.2368875  0.520536  
0.375835  0.9383359  
0.2356214  0.8607653  
0.6445973  0.002110169  
0.6742279  0.4219508  
0.07723535  0.8043149  
0.2812433  0.272486  
0.8401597  0.5804426  
0.01409483  0.7372724  
0.5079545  0.6421997  
0.2000143  0.4883354  
0.773563  0.1529847  
0.9116835  0.6167899  
0.8487727  0.1618913  
0.5489169  0.2282762  
0.7371931  0.802052  
0.8417358  0.7909532  
0.4015516  0.5397602  
0.4120503  0.754333  
0.2276094  0.4990411  
0.7356074  0.3594947  
0.8660143  0.8826355  
0.7781015  0.01919661  
0.08618352  0.04275739  
0.7769165  0.4786941  
0.153387  0.2823815  
0.1896701  0.6187709  
0.6025092  0.2831107  
0.6380222  0.9327543  
0.2522527  0.1040793  
0.3929099  0.4656768  
0.6772088  0.9400302  
0.8513968  0.3174507  
0.02766856  0.04588251  
0.5854277  0.9673186  
0.4986426  0.5879284  
0.9547406  0.4240503  
0.2737749  0.1938048  
0.7873576  0.321378  
0.6852172  0.8713316  
0.4811468  0.3545112  
0.1768901  0.8501929  
0.238199  0.3706439  
0.8680763  0.8988081  
0.3331569  0.3693641  
0.6779379  0.9139747  
0.5915313  0.2158556  
0.2222901  0.7452031  
0.5457634  0.7280206  
0.7870176  0.9879474  
0.7396148  0.7770974  
0.3650858  0.0445548  
0.9923738  0.4554932  
0.8331827  0.4215568  
0.04197978  0.2972971  
0.9441159  0.3557036  
0.05325798  0.8791804  
0.7058294  0.3211205  
0.8120321  0.3812704  
0.6674132  0.9179435  
0.1334786  0.3264848  
0.2512953  0.1985937  
0.6248724  0.4869337  
0.4528333  0.5603143  
0.9231579  0.9213623  
0.7591512  0.03439618  
0.7847739  0.5239617  
0.8656215  0.8807844  
0.1038883  0.375988  
0.9968486  0.7768507  
0.7181362  0.3147836  
0.1771813  0.7757725  
0.4701598  0.2060841  
0.6617951  0.9627907  
0.6577892  0.6353464  
0.2193299  0.6650375  
0.0242808  0.09531515  
0.6315136  0.4570432  
0.9566206  0.8934552  
0.4147062  0.6728917  
0.972142  0.3498074  
0.5089977  0.5226093  
0.5144803  0.7208864  
0.06372067  0.3268443  
0.7991179  0.2170441  
0.8521332  0.9448205  
0.5028623  0.04918383  
0.8422158  0.1981021  
0.2076147  0.4484205  
0.4207132  0.3241977  
0.552982  0.4685242  
0.5926185  0.8623888  
0.5552213  0.1102712  
0.6167285  0.8618562  
0.8805988  0.9967941  
0.2889367  0.731913  
0.5859705  0.3204549  
0.04823601  0.09902127  
0.5187498  0.7838246  
0.9415918  0.7133908  
0.1357549  0.7310255  
0.117933  0.4533415  
0.6934432  0.4807661  
0.9240879  0.4392638  
0.01826993  0.5700331  
0.2266067  0.8232937  
0.8200772  0.6229711  
0.8524613  0.657655  
0.001144108  0.1310197  
0.7865841  0.2787696  
0.4690243  0.6320157  
0.3580106  0.6874624  
0.8471929  0.3574632  
0.9843318  0.3670086  
0.02297905  0.3910535  
0.4384291  0.02454487  
0.4805911  0.808776  
0.1029923  0.7623484  
0.1297302  0.7742982  
0.7513623  0.601927  
0.7814533  0.2580313  
0.5491872  0.39836  
0.8460682  0.4197459  
0.3218054  0.7766737  
0.2365515  0.06331248  
0.7416381  0.9658849  
0.8878556  0.5157824  
0.4204887  0.6390473  
0.3808433  0.441394  
0.09370226  0.01803165  
0.6526299  0.4270089  
0.3421827  0.9558021  
0.2518456  0.9506157  
0.2383344  0.9103328  
0.5970559  0.9194578  
0.5807729  0.4518773  
0.4197031  0.6208532  
0.6592461  0.3012655  
0.7614491  0.5992344  
0.1292792  0.8437896  
0.6769485  0.8719545  
0.5759601  0.3965509  
0.5461886  0.06638635  
0.6172887  0.8227692  
0.9702924  0.8982973  
0.3883061  0.9889708  
0.2409646  0.1951489  
0.3842257  0.5259248  
0.6820288  0.8562262  
0.9885847  0.3721164  
0.7835859  0.9621726  
0.4405953  0.0501471  
0.1753783  0.2170052  
0.08009535  0.5061738  
0.9890382  0.5379652  
0.2406056  0.8391988  
0.4246183  0.6657662  
0.9251563  0.8682621  
0.7128025  0.2297537  
0.2091184  0.01951202  
0.5785658  0.651644  
0.2732391  0.3137048  
0.2679898  0.01305545  
0.3952342  0.1177258  
0.5498261  0.7291295  
0.4523597  0.9350055  
0.4885223  0.6413534  
0.9095372  0.9503646  
0.6178737  0.5356513  
0.7974944  0.7668774  
0.2751325  0.7105036  
0.6043602  0.8012795  
0.7935144  0.3779087  
0.5116186  0.8026365  
0.2456995  0.8475366  
0.3005762  0.6240983  
0.9413701  0.2334333  
0.9931863  0.290163  
0.7868133  0.3581764  
0.8613149  0.2117423  
0.9764946  0.4361067  
0.3826735  0.9629545  
0.7909121  0.02582438  
0.5999932  0.09056007  
0.9524639  0.734736  
0.6705305  0.1113087  
0.0554672  0.2489299  
0.3934308  0.6235137  
0.1572208  0.807727  
0.1804362  0.8131527  
0.1408062  0.4221368  
0.252971  0.2739056  
0.2462763  0.4310471  
0.9642002  0.1867239  
0.1749486  0.5992314  
0.7643019  0.4473964  
0.9229366  0.577784  
0.1899888  0.6454708  
0.4537704  0.3303951  
0.5891575  0.1257774  
0.5952901  0.5369583  
0.02603121  0.7456982  
0.6733216  0.7997055  
0.1661549  0.8656379  
0.6607182  0.7231234  
0.6602985  0.5152963  
0.1207084  0.5572458  
0.1379397  0.4581225  
0.6761255  0.1480611  
0.8223837  0.06886856  
0.5447125  0.5656891  
0.8452332  0.1496191  
0.04486599  0.6753048  
0.9447969  0.7391729  
0.4981413  0.9853163  
0.6257193  0.7554134  
0.2400325  0.5486826  
0.3267946  0.4438282  
0.3868488  0.2184264  
0.148322  0.4926041  
0.2164164  0.4550804  
0.153624  0.3754569  
0.04793786  0.4397591  
0.2399328  0.6817739  
0.4274315  0.6165792  
0.5606899  0.6495822  
0.2125993  0.09078838  
0.3786666  0.6754871  
0.04762427  0.3243289  
0.8092961  0.2786235  
0.4282085  0.2979058  
0.5358612  0.7921869  
0.1304184  0.3194896  
0.5689128  0.2329674  
0.127104  0.3817506  
0.4104057  0.9455725  
0.2289956  0.5365229  
0.07201877  0.8241236  
0.6171953  0.6340811  
0.1136015  0.4075233  
0.7167334  0.7495066  
0.7142546  0.8505755  
0.8970672  0.9073257  
0.3669632  0.6526708  
0.03267134  0.510126  
0.9156805  0.4269046  
0.253797  0.5827594  
0.5107863  0.7939906  
0.7531938  0.9072186  
0.7912048  0.8388272  
0.4525536  0.4764444  
0.03285232  0.4822255  
0.256818  0.7492163  
0.2347677  0.2165357  
0.546009  0.1742749  
0.5532811  0.6689296  
0.2493327  0.6410427  
0.6879627  0.7794793  
0.04579153  0.4608932  
0.00492559  0.9012503  
0.230424  0.6677051  
0.8685173  0.185593  
0.957054  0.2526291  
0.9981328  0.660797  
0.3203943  0.67851  
0.3933123  0.3887223  
0.1401264  0.6773295  
0.1594479  0.2787216  
0.0952113  0.9916951  
0.1996224  0.4046816  
0.05911194  0.195009  
0.1930254  0.6916089  
0.670433  0.5551001  
0.6501745  0.3286154  
0.8040051  0.274034  
0.05850094  0.759811  
0.4018932  0.08854265  
0.6274171  0.1235033  
0.2708513  0.9555708  
0.6135621  0.582114  
0.9950028  0.8975502  
0.04103486  0.02554655  
0.8951763  0.611607  
0.6756441  0.2657074  
0.8470866  0.7226833  
0.5025391  0.9326367  
0.2117964  0.4939747  
0.1542365  0.8990086  
0.390422  0.3495829  
0.08318702  0.9349292  
0.4275365  0.9023471  
0.3768709  0.5657163  
0.6528326  0.7545301  
0.5148084  0.6346947  
0.109685  0.6331318  
0.6966295  0.564526  
0.1605162  0.7842886  
0.7009333  0.4559535  
0.3198597  0.3426635  
0.6310894  0.6897396  
0.05933894  0.3381542  
0.6822898  0.006783067  
0.2827549  0.7997762  
0.5685533  0.9117861  
0.9174164  0.8892784  
0.6665024  0.9357246  
0.7518923  0.611319  
0.7393781  0.06039416  
0.805361  0.3187139  
0.1623084  0.7206814  
0.9057785  0.1540467  
0.571036  0.4726693  
0.01236028  0.2602855  
0.7725416  0.7809939  
0.1536632  0.5203233  
0.9828488  0.468321  
0.8179911  0.9570889  
0.1409713  0.6878727  
0.05798933  0.3221094  
0.8473909  0.563541  
0.9829718  0.8486435  
0.03177068  0.8707688  
0.5312735  0.6722519  
0.4671343  0.5491644  
0.8198803  0.8456227  
0.05324813  0.515902  
0.8133245  0.8046387  
0.1497923  0.790015  
0.4471441  0.2492145  
0.3167888  0.08491773  
0.413429  0.7497359  
0.6253713  0.7109291  
0.2417384  0.347114  
0.2921406  0.4208712  
0.1058765  0.6724819  
0.1249754  0.7533598  
0.2096855  0.8160872  
0.278331  0.6816298  
0.1467645  0.6303023  
0.02607182  0.8298433  
0.5572378  0.7733483  
0.4830435  0.6191902  
0.2498633  0.5877399  
0.3965445  0.9186148  
0.4801809  0.9982478  
0.3962718  0.5426425  
0.8033036  0.4734191  
0.8758672  0.1264936  
0.706265  0.2778109  
0.6238528  0.6838622  
0.2751283  0.2945836  
0.5615926  0.9937637  
0.1942744  0.3096908  
0.1928552  0.3326489  
0.3990578  0.391079  
0.2050316  0.1964368  
0.8162988  0.9312215  
0.3878432  0.05509957  
0.8438721  0.6461693  
0.3414068  0.9077861  
0.8809449  0.07347974  
0.5024334  0.8670356  
0.3768332  0.2489818  
0.9770738  0.2691971  
0.9216909  0.4054115  
0.4326704  0.09956925  
0.01161177  0.3947502  
0.3955202  0.3037711  
0.9678634  0.3127571  
0.1460517  0.5100146  
0.3253591  0.9223545  
0.6762752  0.7001573  
0.4280682  0.9768259  
0.0557943  0.4478132  
0.798438  0.4152153  
0.1734747  0.7053228  
0.1645526  0.4239679  
0.5640882  0.04848911  
0.8129852  0.1111488  
0.02721928  0.9491573  
0.3834939  0.9183381  
0.09102755  0.7765027  
0.2224956  0.7601882  
0.03275371  0.1771867  
0.2065895  0.9006846  
0.3158934  0.6586887  
0.6676645  0.1329504  
0.7783665  0.8040361  
0.0755652  0.1825961  
0.9171228  0.1535935  
0.9433628  0.1506775  
0.6570826  0.3834352  
0.3167842  0.03953041  
0.5256772  0.7405861  
0.618473  0.6875019  
0.3428705  0.1474936  
0.1361374  0.8987658  
0.8815225  0.5516554  
0.1321528  0.5874156  
0.4203766  0.7190332  
0.5454839  0.6239457  
0.9253566  0.6084925  
0.002273121  0.3872412  
0.378005  0.5817377  
0.05764101  0.7579018  
0.6106536  0.6798549  
0.2187212  0.1931231  
0.2053334  0.8119352  
0.2298725  0.4381001  
0.04037182  0.1721436  
0.2711775  0.3960788  
0.02193841  0.034835  
0.6922239  0.6768847  
0.5146245  0.9664397  
0.1081688  0.5721831  
0.6837096  0.7285064  
0.3231593  0.3112453  
0.1612593  0.1688898  
0.7615308  0.2585972  
0.06319948  0.3773791  
0.8355135  0.6840589  
0.8975209  0.7520732  
0.7304869  0.5341417  
0.3532442  0.4880099  
0.7487752  0.6976056  
0.601015  0.3833198  
0.2197763  0.5532279  
0.4923601  0.8071374  
0.438983  0.40957  
0.6486063  0.3883527  
0.9930878  0.4928242  
0.2623346  0.4797806  
0.05262801  0.4400086  
0.776322  0.590938  
0.8789741  0.906203  
0.4866679  0.0375445  
0.2016764  0.4498335  
0.7849274  0.8743692  
0.1626339  0.6833524  
0.9599442  0.3991336  
0.119515  0.5368965  
0.5646964  0.9939623  
0.9723452  0.6579797  
0.988128  0.5569219  
0.8001771  0.6605662  
0.2303597  0.9744199  
0.9801937  0.4602524  
0.2236523  0.67684  
0.2380094  0.3000532  
0.09066565  0.5423059  
0.2995385  0.0155781  
0.9889673  0.8621636  
0.2907693  0.7674587  
0.5729151  0.8044087  
0.1521316  0.8965754  
0.9491432  0.6204966  
0.4353493  0.5760612  
0.9878898  0.6984229  
0.5604529  0.1674639  
0.2850058  0.03178858  
0.40201  0.1945302  
0.4551754  0.1996194  
0.2444966  0.6536839  
0.4995096  0.0800377  
0.3755745  0.08837121  
0.07397617  0.2801715  
0.1618578  0.7871415  
0.1955751  0.4747076  
0.118588  0.3980237  
0.3538493  0.6784895  
0.2495506  0.6628037  
0.3245382  0.8918291  
0.7967948  0.2072158  
0.01147651  0.7806306  
0.5805884  0.1572436  
0.9474025  0.2224686  
0.04862386  0.2848685  
0.05893762  0.8663318  
0.3262508  0.2516355  
0.8019797  0.2152226  
0.4559468  0.3890001  
0.4749492  0.4992353  
0.3946649  0.6179738  
0.3393452  0.487775  
0.275595  0.3661461  
0.8253414  0.8244661  
0.9837749  0.01214295  
0.6823858  0.2829713  
0.06433965  0.7269972  
0.3344898  0.07791246  
0.07477849  0.5032016  
0.3475502  0.7289338  
0.4473077  0.5035972  
0.6014389  0.01665384  
0.4977045  0.6072355  
0.3849715  0.423492  
0.7455863  0.1864991  
0.91527  0.7187337  
0.5925384  0.5597595  
0.9100456  0.3722263  
0.1506711  0.4741211  
0.2649712  0.01309504  
0.7883749  0.5157929  
0.4319742  0.1883323  
0.9431866  0.8349958  
0.8872186  0.3275629  
0.9539676  0.212923  
0.9674064  0.1941534  
0.7318845  0.2374913  
0.5605796  0.835312  
0.2692377  0.4685121  
0.2249234  0.2677743  
0.1137687  0.9052517  
0.380765  0.5305262  
0.4466408  0.5947411  
0.5307266  0.840796  
0.4271551  0.1275388  
0.2805173  0.6497728  
0.003799537  0.6905324  
0.5901123  0.6897095  
0.0008778008  0.8897953  
0.3064448  0.02345508  
0.3096857  0.7872654  
0.322127  0.3654526  
0.1454674  0.1841398  
0.7852151  0.4734404  
0.7734876  0.3831533  
0.08209315  0.5174103  
0.2481142  0.6015359  
0.8184137  0.8174994  
0.9458858  0.4524046  
0.2763233  0.4092569  
0.7193184  0.01751494  
0.4502799  0.8791671  
0.8015173  0.2313566  
0.5814839  0.3945254  
0.3733887  0.2300661  
0.8525335  0.246414  
0.1261088  0.817558  
0.4390657  0.9881189  
0.4179927  0.8915247  
0.149336  0.9121875  
0.2469255  0.533351  
0.7609074  0.5649458  
0.5791614  0.637265  
0.9670793  0.7718034  
0.7081082  0.3186968  
0.2140979  0.4315411  
0.6964709  0.4423864  
0.2010963  0.05586208  
0.5636173  0.7687905  
0.7666633  0.8750889  
0.9647408  0.1998814  
0.2365134  0.1945423  
0.9451216  0.2952665  
0.7856822  0.6902625  
0.4419097  0.07465596  
0.2013824  0.1329396  
0.975842  0.1551604  
0.4985701  0.7147664  
0.605259  0.4152536  
0.8057987  0.3231864  
0.2576782  0.9730821  
0.6626193  0.9129363  
0.9040868  0.6713555  
0.3512189  0.1046866  
0.8279264  0.5070486  
0.9726096  0.008228242  
0.3455541  0.4783772  
0.8076799  0.9136255  
0.06849362  0.377446  
0.849325  0.3226197  
0.7734894  0.6526518  
0.9307121  0.9605946  
0.7137048  0.2477853  
0.3651889  0.4187123  
0.4276223  0.5660799  
0.4523407  0.7105443  
0.7625796  0.6541339  
0.6137911  0.3489313  
0.2762111  0.4546229  
0.5335895  0.5610586  
0.6701424  0.9133861  
0.02719752  0.8486061  
0.3138809  0.2072394  
0.5110095  0.4581316  
0.8022671  0.03942021  
0.1380545  0.5802573  
0.4601639  0.7603633  
0.05068112  0.674183  
0.4447078  0.6808987  
0.5512824  0.6989088  
0.9394225  0.8374463  
0.1945105  0.7233422  
0.2931893  0.08616866  
0.05346615  0.2611752  
0.9727874  0.4764163  
0.233608  0.8709115  
0.8436865  0.3812598  
0.1537963  0.5285356  
0.888151  0.5641764  
0.9600145  0.2399528  
0.9338614  0.7979753  
0.9303325  0.7067242  
0.1136041  0.6687319  
0.2203449  0.6176775  
0.4362302  0.08815112  
0.4701589  0.07248914  
0.918178  0.4828566  
0.08172395  0.7176129  
0.5534414  0.8052736  
0.6392834  0.3579823  
0.06223898  0.6856927  
0.8292479  0.2362112  
0.9565054  0.5387035  
0.4668277  0.04611323  
0.4027811  0.9965218  
0.1484643  0.452334  
0.785584  0.9373689  
0.6939845  0.6058135  
0.1225484  0.09250938  
0.8637732  0.629425  
0.7759229  0.7817394  
0.4481835  0.7397519  
0.2013933  0.9436593  
0.3725829  0.7474291  
0.6987772  0.7663516  
0.7194653  0.4780413  
0.2211701  0.07221124  
0.1800331  0.1718307  
0.7927068  0.3204666  
0.3113983  0.5668245  
0.5741724  0.7411413  
0.2092841  0.7744181  
0.06150491  0.1812  
0.2225731  0.13208  
0.9083421  0.4399297  
0.2842352  0.4485163  
0.06480877  0.8043536  
0.8786137  0.2634669  
0.6017241  0.09566555  
0.7907887  0.1317411  
0.1941286  0.7476829  
0.1321874  0.4443319  
0.3384128  0.2694595  
0.7785368  0.6764163  
0.989827  0.5794224  
0.02767644  0.3522794  
0.01867538  0.887909  
0.2722381  0.8533089  
0.1165171  0.3014489  
0.4736662  0.3913011  
0.4987508  0.2056631  
0.9045901  0.123879  
0.9889331  0.5457268  
0.5800205  0.4059831  
0.5976597  0.1533809  
0.7785895  0.209967  
0.6176538  0.7469383  
0.829787  0.3439159  
0.6565548  0.9958294  
0.5949494  0.6463794  
0.5971114  0.053694  
0.8291604  0.397549  
0.475887  0.07580315  
0.7587166  0.188632  
0.1413457  0.6428824  
0.8481623  0.871024  
0.6935592  0.1203294  
0.9296358  0.4160906  
0.1752417  0.02343691  
0.2252338  0.7679433  
0.3712173  0.9782337  
0.6104484  0.7925507  
0.7284635  0.9302877  
0.1047333  0.2202845  
0.4374144  0.01317869  
0.1161687  0.09171709  
0.08247395  0.6693651  
0.5841725  0.2570258  
0.7618065  0.8664404  
0.02854479  0.4762174  
0.80185  0.7978725  
0.7534853  0.5605632  
0.5356272  0.5621186  
0.07106228  0.8561046  
0.2220981  0.2827183  
0.2289436  0.6041113  
0.4116932  0.5510135  
0.4036832  0.5926211  
0.5248038  0.09858125  
0.9293931  0.2909661  
0.8604205  0.3329955  
0.1164409  0.2668649  
0.6307719  0.3242178  
0.5083588  0.8393283  
0.1460745  0.7655634  
0.8918834  0.5181809  
0.8905205  0.5159188  
0.7704104  0.4910719  
0.1837387  0.6906636  
0.003009245  0.2424557  
0.6683007  0.657431  
0.7735799  0.5237763  
0.7561797  0.7615166  
0.3112623  0.9131599  
0.06984574  0.8358059  
0.3902801  0.8823542  
0.7518899  0.7864142  
0.5464768  0.5274017  
0.8485653  0.03121758  
0.8559149  0.9909494  
0.5365002  0.5538727  
0.4269784  0.4877434  
0.322249  0.1042551  
0.7691339  0.6038514  
0.9736821  0.3439781  
0.04048857  0.266716  
0.8895943  0.305354  
0.348685  0.5683923  
0.8027924  0.2641744  
0.1707884  0.7821105  
0.8664619  0.4773222  
0.7676154  0.2408857  
0.4439171  0.8824806  
0.5784364  0.6362714  
0.2224585  0.9891501  
0.6426568  0.9431386  
0.2761837  0.2848952  
0.6946473  0.6997691  
0.6172395  0.9541385  
0.8119642  0.07695907  
0.1612511  0.5357402  
0.7969321  0.575948  
0.6680013  0.08508976  
0.6168061  0.08830411  
0.9956182  0.3958431  
0.2427652  0.7751429  
0.1668744  0.5704959  
0.2958155  0.4688433  
0.9211883  0.6936848  
0.624114  0.03232286  
0.5699616  0.6400382  
0.4190976  0.2910078  
0.3786719  0.1881957  
0.06692665  0.3319298  
0.475848  0.06104961  
0.5372148  0.5564  
0.2302887  0.3707606  
0.8037449  0.2842792  
0.8200788  0.5792354  
0.00778671  0.9474523  
0.4955012  0.972418  
0.4925228  0.7834503  
0.09030441  0.9373967  
0.1271156  0.8634177  
0.558555  0.2431971  
0.1681552  0.9154632  
0.9178653  0.0088506  
0.2780881  0.4106942  
0.9512492  0.5573142  
0.1268339  0.5985534  
0.7926217  0.4103643  
0.9130739  0.3003783  
0.9506509  0.5519265  
0.8687039  0.6043324  
0.4201632  0.6359336  
0.1198216  0.6186194  
0.1937006  0.8796087  
0.103296  0.1354567  
0.05202352  0.5148783  
0.1770248  0.3271759  
0.481482  0.9762746  
0.9496486  0.7416436  
0.129888  0.2923768  
0.2343266  0.3832058  
0.8224501  0.2189117  
0.004417875  0.1618743  
0.2129876  0.95235  
0.8057067  0.860084  
0.1569294  0.1460153  
0.8540359  0.3357361  
0.3778285  0.2335133  
0.4889785  0.0480992  
0.598357  0.2830373  
0.2282448  0.9156541  
0.4829746  0.3997515  
0.7197523  0.8395181  
0.7546658  0.3557842  
0.1076184  0.3061932  
0.5026949  0.716579  
0.7400505  0.9213256  
0.755933  0.5647935  
0.4592043  0.09386646  
0.9196596  0.7365522  
0.2270762  0.8879913  
0.09945374  0.3672875  
0.04135809  0.8859467  
0.1354024  0.256727  
0.9295102  0.7168912  
0.2379863  0.5011033  
0.2317266  0.4899883  
0.01209566  0.5508261  
0.7327805  0.2694677  
0.1810501  0.2040063  
0.9330149  0.2601533  
0.9202964  0.4236675  
0.5357473  0.8381724  
0.4915487  0.05730625  
0.9650809  0.1567949  
0.6174287  0.7760223  
0.04318151  0.0132664  
0.2734006  0.4440265  
0.6337379  0.1841  
0.01386279  0.90289  
0.3476528  0.6861945  
0.2662032  0.3082917  
0.7039461  0.4302651  
0.5325999  0.07255766  
0.564357  0.005491422  
0.9615936  0.8897977  
0.03522186  0.1037845  
0.2583178  0.3334961  
0.594098  0.5138068  
0.6151862  0.354205  
0.7684944  0.658424  
0.2138445  0.3214526  
0.7209223  0.5963389  
0.2225348  0.05732748  
0.3565701  0.7786785  
0.9205877  0.6202929  
0.2954054  0.5490619  
0.4968419  0.9707088  
0.5914667  0.1089644  
0.7025727  0.881719  
0.3761543  0.5958428  
0.2595005  0.3808794  
0.3215617  0.05934744  
0.6606324  0.1633008  
0.02327586  0.7202999  
0.03014707  0.4460934  
0.8343668  0.9059031  
0.1164961  0.6164812  
0.26296  0.309253  
